company,product_name,rating,category,country,county,cat_code,alpha_3,country_code,region,sub_region,region_code,sub_region_code
Berrys Creek Gourmet Ch,Mossvale Blue,SILVER,Blue cheese produced on farm or dairy with a total output not exceeding a weekly average of 2t.,Australia,,5505,AUS,36,Oceania,Australia and New Zealand,9,53
Caseificio Il Fiorino Srl,FIORIN BLU,BRONZE,Blue cheese produced on farm or dairy with a total output not exceeding a weekly average of 2t.,Italy,,5505,ITA,380,Europe,Southern Europe,150,39
casArrigoni Srl,Alpeggio,GOLD,Blue cheese produced on farm or dairy with a total output not exceeding a weekly average of 2t.,Italy,,5505,ITA,380,Europe,Southern Europe,150,39
Tingvollost AS,Vismann  View  Stockists,BRONZE,Blue cheese produced on farm or dairy with a total output not exceeding a weekly average of 2t.,Norway,,5505,NOR,578,Europe,Northern Europe,150,154
Eggen Gardsysteri SA,Rørosblå,BRONZE,Blue cheese produced on farm or dairy with a total output not exceeding a weekly average of 2t.,Norway,,5505,NOR,578,Europe,Northern Europe,150,154
Eggen Gardsysteri SA,Fjellblå,SILVER,Blue cheese produced on farm or dairy with a total output not exceeding a weekly average of 2t.,Norway,,5505,NOR,578,Europe,Northern Europe,150,154
Gangstad Gårdsyster,Nidelven Blå  View  Stockists,SILVER,Blue cheese produced on farm or dairy with a total output not exceeding a weekly average of 2t.,Norway,,5505,NOR,578,Europe,Northern Europe,150,154
Vega de Tordín,Vega de Tordin Reserva,BRONZE,Blue cheese produced on farm or dairy with a total output not exceeding a weekly average of 2t.,Spain,,5505,ESP,724,Europe,Southern Europe,150,39
Vega de Tordín,Vega de Tordin Joven,BRONZE,Blue cheese produced on farm or dairy with a total output not exceeding a weekly average of 2t.,Spain,,5505,ESP,724,Europe,Southern Europe,150,39
Vega de Tordín,Vega de Tordin Selecto,GOLD,Blue cheese produced on farm or dairy with a total output not exceeding a weekly average of 2t.,Spain,,5505,ESP,724,Europe,Southern Europe,150,39
Trefaldwyn Ch,Trefaldwyn Blue  View  Stockists,GOLD,Blue cheese produced on farm or dairy with a total output not exceeding a weekly average of 2t.,United Kingdom,Powys,5505,GBR,826,Europe,Northern Europe,150,154
High Weald Dairy,BRIGHTON BLUE,BRONZE,Blue cheese produced on farm or dairy with a total output not exceeding a weekly average of 2t.,United Kingdom,West Sussex,5505,GBR,826,Europe,Northern Europe,150,154
Yorkshire Pecorino Ch,Leeds Blue  View  Stockists,SILVER,Blue cheese produced on farm or dairy with a total output not exceeding a weekly average of 2t.,United Kingdom,West Yorkshire,5505,GBR,826,Europe,Northern Europe,150,154
Isle of Mull Cheese (J.Reade & Sons),Hebridean Blue  View  Stockists,BRONZE,Blue cheese produced on farm or dairy with a total output not exceeding a weekly average of 2t.,United Kingdom,Western Isles,5505,GBR,826,Europe,Northern Europe,150,154
Rupp AG,Alma Vorarlberger Bergkäse g.U. mind. 6 Monate gereift,BRONZE,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Austria,,5506,AUT,40,Europe,Western Europe,150,155
Rupp AG,Alma Vorarlberger Bergkäse g.U. mind. 10 Monate gereift,BRONZE,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Austria,,5506,AUT,40,Europe,Western Europe,150,155
Rupp AG,Alma Vorarlberger Bergkäse g.U. mind. 6 Monate gereift,BRONZE,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Austria,,5506,AUT,40,Europe,Western Europe,150,155
Rupp AG,Alma Vorarlberger Bergkäse g.U. mind. 10 Monate gereift,BRONZE,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Austria,,5506,AUT,40,Europe,Western Europe,150,155
Rupp AG,Alma Vorarlberger Bergkäse g.U. mind. 10 Monate gereift,BRONZE,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Austria,,5506,AUT,40,Europe,Western Europe,150,155
Rupp AG,Alma Vorarlberger Bergkäse g.U. mind. 12 Monate gereift,SILVER,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Austria,,5506,AUT,40,Europe,Western Europe,150,155
Rupp AG,Alma Vorarlberger Bergkäse g.U. mind. 12 Monate gereift,SILVER,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Austria,,5506,AUT,40,Europe,Western Europe,150,155
Rupp AG,Alma Vorarlberger Bergkäse g.U. mind. 12 Monate gereift,SILVER,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Austria,,5506,AUT,40,Europe,Western Europe,150,155
Dorfsennerei Schlins-Röns und Umgebung eGen,Vorarlberger Bergkäse g.U. - über 10 Monate,SUPER GOLD,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Austria,,5506,AUT,40,Europe,Western Europe,150,155
Sirana Gligora,Paški sir,SILVER,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Croatia,,5506,HRV,191,Europe,Southern Europe,150,39
SOCIETE DES CAVES,OSSAU IRATY PDO ISTARA,GOLD,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),France,,5506,FRA,250,Europe,Western Europe,150,155
Traditional Cheese Co Ltd,Simply Better Comte,GOLD,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),France,,5506,FRA,250,Europe,Western Europe,150,155
FROMAGERIE MATOCQ,OSSAU IRATY MATOCQ,SUPER GOLD,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),France,,5506,FRA,250,Europe,Western Europe,150,155
MPAMPOUNIS GEORGIOS,ARSENIKO NAXOU P.D.O. MPAMPOUNIS  View  Stockists,BRONZE,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Greece,,5506,GRC,300,Europe,Southern Europe,150,39
Parmareggio Spa - CheeseItaly,ASIAGO DOP FRESCO RISERVA,BRONZE,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Italy,,5506,ITA,380,Europe,Southern Europe,150,39
Pezzetta,MONTASIO DOP STRAVECCHIO,BRONZE,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Italy,,5506,ITA,380,Europe,Southern Europe,150,39
Caseificio Sepertino Snc,Bra duro PDO,BRONZE,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Italy,,5506,ITA,380,Europe,Southern Europe,150,39
Lattebusch,Piave DOP Vecchio Selezione Oro,SILVER,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Italy,,5506,ITA,380,Europe,Southern Europe,150,39
Deliziosa,Caciocavallo Silano PDO,SILVER,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Italy,,5506,ITA,380,Europe,Southern Europe,150,39
Cooperativa Produttori Latte e Fontina Scarl - CheeseItaly,Fontina Dop,GOLD,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Italy,,5506,ITA,380,Europe,Southern Europe,150,39
Valgrana Spa,BRA DURO DOP STRAVECCHIO,GOLD,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Italy,,5506,ITA,380,Europe,Southern Europe,150,39
Caseificio Il Fiorino Srl,PECORINO TOSCANO DOP STAGIONATO,GOLD,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Italy,,5506,ITA,380,Europe,Southern Europe,150,39
Van der Heiden Kaas BV,Golden Roemer,BRONZE,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Netherlands,,5506,NLD,528,Europe,Western Europe,150,155
Royal FrieslandCampina,Noord Holland Gouda Extra Old PDO,SILVER,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Netherlands,,5506,NLD,528,Europe,Western Europe,150,155
Santiago & Santiago SA,Queijo de Nisa DOP,SILVER,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Portugal,,5506,PRT,620,Europe,Southern Europe,150,39
J. ARANBURU ELKARTE SAT,J ARANBURU ELKARTE SAT  View  Stockists,BRONZE,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5506,ESP,724,Europe,Southern Europe,150,39
Las Terceras / Alcalaten S.L.,Queso manchego viejo artesano Las Terceras DOP.,BRONZE,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5506,ESP,724,Europe,Southern Europe,150,39
"Industrias Lácteas San Vicente, S.L.",IBÉRICO ACEITE,BRONZE,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5506,ESP,724,Europe,Southern Europe,150,39
QUESOS CRISTO DEL PRADO S.L.,Queso curado pasteurizado Valdehierro,BRONZE,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5506,ESP,724,Europe,Southern Europe,150,39
Queserías de Zamora SA,DE NUESTRA TIERRA (DNT) D.O.P ZAMORANO,BRONZE,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5506,ESP,724,Europe,Southern Europe,150,39
Baztarrika E.Z.,BAZTARRIKA (idiazabal),BRONZE,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5506,ESP,724,Europe,Southern Europe,150,39
QUESERIA ATEKOA,Quesos ATEKOA,BRONZE,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5506,ESP,724,Europe,Southern Europe,150,39
Gestion Agro Ganadera S.L./ La Antigua de Fuentesaúco,Vellon de Fuentesauco DOP Zamorano Añejo,BRONZE,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5506,ESP,724,Europe,Southern Europe,150,39
Quesos Vega Sotuelamos S.L / Vega Mancha Manchego Ch,SEMI HARD PASTEURIZED MANCHEGO SHEEP MILK CHEESE AGED 2-3 MONTHS,BRONZE,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5506,ESP,724,Europe,Southern Europe,150,39
"Explotacions Pons Marin, S.L.",LA PAYESA CURADO EN CAVAS D.O. MAHÓN-MENORCA,BRONZE,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5506,ESP,724,Europe,Southern Europe,150,39
Las Terceras / Alcalaten S.L.,Queso manchego curado artesano Las Terceras DOP.,SILVER,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5506,ESP,724,Europe,Southern Europe,150,39
"LACTO INDUSTRIAL MENORQUINA, S.L.U.",MAHON DO CURADO SA CANOVA,SILVER,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5506,ESP,724,Europe,Southern Europe,150,39
Agricola La Merced S.A,CHISQUERO SEMICURADO  View  Stockists,SILVER,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5506,ESP,724,Europe,Southern Europe,150,39
Queseria Izoria S L,IZORIA GAZTA cinco meses,SILVER,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5506,ESP,724,Europe,Southern Europe,150,39
QUESOS EL PASTOR-HIJOS DE SALVADOR SA,QUESO ZAMORANO DOP CURADO,SILVER,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5506,ESP,724,Europe,Southern Europe,150,39
QUESERÍA GAZPIO,QUESOS GAZPIO,SILVER,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5506,ESP,724,Europe,Southern Europe,150,39
Queserías de Zamora SA,MOLINO REAL D.O.P ZAMORANO,SILVER,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5506,ESP,724,Europe,Southern Europe,150,39
Cremo SA,Le Gruyere AOP Premier Cru,BRONZE,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Switzerland,,5506,CHE,756,Europe,Western Europe,150,155
Cremo SA,Le Gruyere AOP Classic,BRONZE,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Switzerland,,5506,CHE,756,Europe,Western Europe,150,155
Cremo SA,Le Gruyere AOP Premier Cru,BRONZE,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Switzerland,,5506,CHE,756,Europe,Western Europe,150,155
Cremo SA,Le Gruyere AOP Premier Cru,SILVER,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Switzerland,,5506,CHE,756,Europe,Western Europe,150,155
Cremo SA,Emmentaler AOP Premier Cru,SILVER,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Switzerland,,5506,CHE,756,Europe,Western Europe,150,155
Cetra Alimentari SA,Eccellenza alpestre Alpe Ravina DOP,SILVER,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Switzerland,,5506,CHE,756,Europe,Western Europe,150,155
Lustenberger + Dürst SA,LeSuperbe Emmentaler AOP Antique,SILVER,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Switzerland,,5506,CHE,756,Europe,Western Europe,150,155
Cremo SA,Le Gruyere AOP Premier Cru,GOLD,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Switzerland,,5506,CHE,756,Europe,Western Europe,150,155
Lustenberger + Dürst SA,LeSuperbe Le Gruyère AOP Antique,GOLD,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Switzerland,,5506,CHE,756,Europe,Western Europe,150,155
Cremo SA,Emmentaler AOP Classic,GOLD,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Switzerland,,5506,CHE,756,Europe,Western Europe,150,155
Cremo SA,Emmentaler AOP Classic,GOLD,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Switzerland,,5506,CHE,756,Europe,Western Europe,150,155
Cremo SA,Le Gruyere AOP Classic,GOLD,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Switzerland,,5506,CHE,756,Europe,Western Europe,150,155
Cetra Alimentari SA,Eccellenza alpestre Alpe Pian Laghetto DOP,GOLD,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Switzerland,,5506,CHE,756,Europe,Western Europe,150,155
Cremo SA,Le Gruyère AOP Gourmet,GOLD,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Switzerland,,5506,CHE,756,Europe,Western Europe,150,155
Barbers Farmhouse Cheesemaker,Barber's West Country Farmhouse Vintage Cheddar,SILVER,Any hard cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),United Kingdom,Somerset,5506,GBR,826,Europe,Northern Europe,150,154
SOCIETE DES CAVES,Roquefort PDO MARIA GRIMAL,SILVER,Any blue cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),France,,5507,FRA,250,Europe,Western Europe,150,155
SOCIETE DES CAVES,Roquefort PDO Organic ROQUEBELLE,SILVER,Any blue cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),France,,5507,FRA,250,Europe,Western Europe,150,155
Groupe Le Meunier,Roquefort AOP,SILVER,Any blue cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),France,,5507,FRA,250,Europe,Western Europe,150,155
SOCIETE FROMAGERE DE CONDAT,BLEU DES CAUSSES CAVE DE PEYRELADE,GOLD,Any blue cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),France,,5507,FRA,250,Europe,Western Europe,150,155
Consorzio Gourm.,Burrata di Bufala Bio con panna - La Marchesa,GOLD,Any blue cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Italy,,5507,ITA,380,Europe,Southern Europe,150,39
Vega de Tordín,Vega de Tordin Selecto - DOP Cabrales,BRONZE,Any blue cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5507,ESP,724,Europe,Southern Europe,150,39
Quesería Valfriu,Queso de Cabrales Valfriu,SILVER,Any blue cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5507,ESP,724,Europe,Southern Europe,150,39
Queseria Ángel Díaz Herrero,Los Mazos (Queso Cabrales D.O.P.),SILVER,Any blue cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5507,ESP,724,Europe,Southern Europe,150,39
Vega de Tordín,Vega de Tordin Joven - DOP Cabrales,SILVER,Any blue cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5507,ESP,724,Europe,Southern Europe,150,39
Vega de Tordín,Vega de Tordin Reserva - DOP Cabrales,SILVER,Any blue cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5507,ESP,724,Europe,Southern Europe,150,39
Queserias Picos de Europa S L,VALDEON BLUE CHEESE,SILVER,Any blue cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5507,ESP,724,Europe,Southern Europe,150,39
S.A.T . ROJO PRIETO,Queso Cabrales DOP,GOLD,Any blue cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5507,ESP,724,Europe,Southern Europe,150,39
Corporación Alimentaria Peñasanta SA (CAPSA),Queso Cabrales DOP El Maestro Quesero,GOLD,Any blue cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5507,ESP,724,Europe,Southern Europe,150,39
Long Clawson Dairy Ltd.,Blue Stilton,SILVER,Any blue cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),United Kingdom,Leicestershire,5507,GBR,826,Europe,Northern Europe,150,154
Kilo Alimento,Queso Paipa con Denominacion de Origen/ Paipa Cheese with DO  View  Stockists,BRONZE,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Colombia,,5508,COL,170,Americas,South America,19,5
Laiteries H. Triballa,Époisses PDO Sélection Affineur,SILVER,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),France,,5508,FRA,250,Europe,Western Europe,150,155
DODONI SA,DODONI Galotyri,SILVER,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Greece,,5508,GRC,300,Europe,Southern Europe,150,39
Consorzio Gourm.,Toma Piemontese DOP - Caseificio Pier Luigi Rosso,BRONZE,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Italy,,5508,ITA,380,Europe,Southern Europe,150,39
Latteria di Soligo,Casatella Trevigiana DOP,BRONZE,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Italy,,5508,ITA,380,Europe,Southern Europe,150,39
Deliziosa,Treccia g 200 Mozzarella di Gioia del Colle PDO,BRONZE,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Italy,,5508,ITA,380,Europe,Southern Europe,150,39
Nuova Distribuzione srl,Caciocavallo Silano PDO,BRONZE,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Italy,,5508,ITA,380,Europe,Southern Europe,150,39
Soc. Coop. Agricola S. Antonio,Strachitunt Dop,SILVER,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Italy,,5508,ITA,380,Europe,Southern Europe,150,39
Botalla,FORMAGGIO TOMA PIEMONTESE D.O.P,SILVER,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Italy,,5508,ITA,380,Europe,Southern Europe,150,39
Latterie Vicentine Sca - Cheeseitaly,Asiago Fresco 7 Malghe,SILVER,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Italy,,5508,ITA,380,Europe,Southern Europe,150,39
Nuova Distribuzione srl,Boccone g 200 ciuffo Mozzarella di Gioia del Colle PDO,SILVER,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Italy,,5508,ITA,380,Europe,Southern Europe,150,39
Consorzio Gourm.,Asiago Dop Fresco - Caseificio San Rocco,GOLD,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Italy,,5508,ITA,380,Europe,Southern Europe,150,39
Parmareggio Spa - CheeseItaly,ASIAGO DOP FRESCO RISERVA,GOLD,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Italy,,5508,ITA,380,Europe,Southern Europe,150,39
Parmareggio Spa - CheeseItaly,ASIAGO DOP FRESCO RISERVA,GOLD,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Italy,,5508,ITA,380,Europe,Southern Europe,150,39
Cooperativa Produttori Latte e Fontina Scarl - CheeseItaly,Fontina Dop,GOLD,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Italy,,5508,ITA,380,Europe,Southern Europe,150,39
Latterie Vicentine - Cheeseitaly,Asiago Fresco 7 Malghe,GOLD,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Italy,,5508,ITA,380,Europe,Southern Europe,150,39
Azienda Agricola e Zootecnica Posticchia Sabell,CACIOCAVALLO,SUPER GOLD,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Italy,,5508,ITA,380,Europe,Southern Europe,150,39
Royal FrieslandCampina,Noord Holland Gouda old PDO,GOLD,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Netherlands,,5508,NLD,528,Europe,Western Europe,150,155
Royal FrieslandCampina,Lutjewinkel1916 Pittig&Romig,GOLD,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Netherlands,,5508,NLD,528,Europe,Western Europe,150,155
Royal FrieslandCampina,Lutjewinkel1916 Robuust&Romig,GOLD,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Netherlands,,5508,NLD,528,Europe,Western Europe,150,155
"Marco Antonio Pereira Unipessoal, Lda",Sabores da Soalheira - Queijo da Beira Baixa Castelo Branco DOP,BRONZE,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Portugal,,5508,PRT,620,Europe,Southern Europe,150,39
Santiago & Santiago SA,Queijo de Azeitão DOP,GOLD,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Portugal,,5508,PRT,620,Europe,Southern Europe,150,39
PALANCARES ALIMENTACION SL,QUESO DE CABRA MURCIA AL VINO DOP//PDO MURCIA WINE CURED GOAT CHEESE,BRONZE,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5508,ESP,724,Europe,Southern Europe,150,39
"LACTO INDUSTRIAL MENORQUINA, S.L.U.",MAHON SEMI SA CANOVA,BRONZE,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5508,ESP,724,Europe,Southern Europe,150,39
QUEINAGA,QUESO D.O.P. ARZUA-ULLOA QUEINAGA,BRONZE,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5508,ESP,724,Europe,Southern Europe,150,39
Quesos de Ruesga,Queso Nata La Estela,BRONZE,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5508,ESP,724,Europe,Southern Europe,150,39
COOP. INSULAR GANADERA DE MENORCA,QUESO TIERNO COINGA DOP MAHÓN-MENORCA,BRONZE,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5508,ESP,724,Europe,Southern Europe,150,39
Coop Ptres Campo Capela,Queixo Tetilla D.O.P. CampoCapela,BRONZE,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5508,ESP,724,Europe,Southern Europe,150,39
"Explotacions Pons Marin, S.L.",LA PAYESA SEMICURADO D.O. MAHÓN-MENORCA,SILVER,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5508,ESP,724,Europe,Southern Europe,150,39
QUEINAGA,QUESO D.O.P. TETILLA QUEINAGA,SILVER,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5508,ESP,724,Europe,Southern Europe,150,39
Quesería La Borbolla C.B.,Queso Afuega'l Pitu atroncau blancu La Borbolla,SILVER,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5508,ESP,724,Europe,Southern Europe,150,39
"QUESOS SUBAIDA, S.L.",CURADO SUBAIDA,SILVER,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5508,ESP,724,Europe,Southern Europe,150,39
Queixeria Cas Leiras SL,DOP SAN SIMON DA COSTA CASLEIRAS,SILVER,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5508,ESP,724,Europe,Southern Europe,150,39
Quesería Ca Sanchu,Afuega'l Pitu atroncáu Blancu CA SANCHU,SILVER,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5508,ESP,724,Europe,Southern Europe,150,39
"QUEIXERÍA PRESTES, S.L.",SAN SIMON DA COSTA PRESTES,SILVER,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5508,ESP,724,Europe,Southern Europe,150,39
Los Sebarguinos S.L.,Queso I.G.P. Los Beyos de Cabra de la Quesería Artesanal La Collada,SILVER,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5508,ESP,724,Europe,Southern Europe,150,39
"Central Quesera Montesinos, S.L.U.",Queso de Murcia al Vino D.O.P. / Murcian Wine Cheese P.D.O.,SILVER,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5508,ESP,724,Europe,Southern Europe,150,39
Lacteos Terra De Melide SL,D.O.P Arzúa-Ulloa,SILVER,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5508,ESP,724,Europe,Southern Europe,150,39
QUESERIA ARTESANA TEMIA S.L.,Afuega´l pitu trapo blanco de Temia,GOLD,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5508,ESP,724,Europe,Southern Europe,150,39
Queserías del eume S.L.,Queso Tetilla D.O.P  View  Stockists,GOLD,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5508,ESP,724,Europe,Southern Europe,150,39
QUESERÍA TORIELLO,QUESO GAMONÉU,GOLD,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5508,ESP,724,Europe,Southern Europe,150,39
Corporación Alimentaria Peñasanta SA (CAPSA),Queso Tetilla Larsa D.O.,GOLD,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5508,ESP,724,Europe,Southern Europe,150,39
QUESERIA ARTESANA TEMIA S.L.,Queso afuega´l pitu trapo rojo de Temia,SUPER GOLD,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Spain,,5508,ESP,724,Europe,Southern Europe,150,39
Emmi Group,Tête de Moine AOP,SILVER,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Switzerland,,5508,CHE,756,Europe,Western Europe,150,155
Cremo SA,Vacherin Fribourgeois AOP Rustic,SILVER,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Switzerland,,5508,CHE,756,Europe,Western Europe,150,155
Emmi Group,Sbrinz AOP,GOLD,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),Switzerland,,5508,CHE,756,Europe,Western Europe,150,155
Daylesford Organic Ltd.,Organic Single Gloucester  View  Stockists,SILVER,Any other cheese that has been awarded a Denomination of Origin (PDO/PGI/AOC),United Kingdom,Gloucestershire,5508,GBR,826,Europe,Northern Europe,150,154
MALKO GmbH,Rind Washed Glockner-Taler,BRONZE,New Cheese – hard or semi-hard. Open to any new cheese first marketed after 01/12/20,Austria,,5509,AUT,40,Europe,Western Europe,150,155
Almenland Stollenkaese GmbH,Leutschacher Sauvignonkaese,SILVER,New Cheese – hard or semi-hard. Open to any new cheese first marketed after 01/12/20,Austria,,5509,AUT,40,Europe,Western Europe,150,155
NV Fromunion-Kaasmakerij Passendal,POSTEL BELEGEN / MI-VIEUX,BRONZE,New Cheese – hard or semi-hard. Open to any new cheese first marketed after 01/12/20,Belgium,,5509,BEL,56,Europe,Western Europe,150,155
