company,product_name,rating,category,country,county,cat_code,alpha_3,country_code,region,sub_region,region_code,sub_region_code
QUESOS CESAR S.L.,QUESOS CESAR TIERNO DE OVEJA,BRONZE,Soft ewes’ milk cheese plain,Spain,,5101,ESP,724,Europe,Southern Europe,150,39
Quesería El Castúo,Tiana Torta del Casar DOP  View  Stockists,BRONZE,Soft ewes’ milk cheese plain,Spain,,5101,ESP,724,Europe,Southern Europe,150,39
Quesera Herenciana Cofer S.L.,•	VillaHerencia - Tender Sheep´s Cheese,BRONZE,Soft ewes’ milk cheese plain,Spain,,5101,ESP,724,Europe,Southern Europe,150,39
Queseria Doña Francisca S.L.,TORTA DEL CASAR D.O.P. VIRGEN DEL PRADO,BRONZE,Soft ewes’ milk cheese plain,Spain,,5101,ESP,724,Europe,Southern Europe,150,39
Quesería El Pendo,Peñajorao Pequeño Tierno,BRONZE,Soft ewes’ milk cheese plain,Spain,,5101,ESP,724,Europe,Southern Europe,150,39
Quesos Ruperto S.L.,Tronco Afinado,BRONZE,Soft ewes’ milk cheese plain,Spain,,5101,ESP,724,Europe,Southern Europe,150,39
Arteserena S.L,Exttreme 10  View  Stockists,BRONZE,Soft ewes’ milk cheese plain,Spain,,5101,ESP,724,Europe,Southern Europe,150,39
QUESOS ENCINASOLA S.L.,Queso de Oveja Tierno Encinasola,BRONZE,Soft ewes’ milk cheese plain,Spain,,5101,ESP,724,Europe,Southern Europe,150,39
QUESERIA LA LEZE,MAITIA LA LEZE,BRONZE,Soft ewes’ milk cheese plain,Spain,,5101,ESP,724,Europe,Southern Europe,150,39
La Rosa Amarilla,LA ROSA AMARILLA TIERNO,BRONZE,Soft ewes’ milk cheese plain,Spain,,5101,ESP,724,Europe,Southern Europe,150,39
Cañarejal S.L,CAÑAREJAL MANTECOSO,BRONZE,Soft ewes’ milk cheese plain,Spain,,5101,ESP,724,Europe,Southern Europe,150,39
Agroalimentaria Valle de los Molinos S.L.,Queso Tierno con nueces / Tender cheese with nuts,SILVER,Soft ewes’ milk cheese plain,Spain,,5101,ESP,724,Europe,Southern Europe,150,39
Quesería Tierra de Barros .S.L,"""Cancho Roano"" DOP Queso de la Serena",SILVER,Soft ewes’ milk cheese plain,Spain,,5101,ESP,724,Europe,Southern Europe,150,39
Baltasar Moralejo e Hijos S.R.L.,QUESO CREMOSO PAGO LOS VIVALES,SILVER,Soft ewes’ milk cheese plain,Spain,,5101,ESP,724,Europe,Southern Europe,150,39
Quesería Finca Pascual,Miniretorta,SILVER,Soft ewes’ milk cheese plain,Spain,,5101,ESP,724,Europe,Southern Europe,150,39
Quesos Ruperto S.L.,Abuelo Ruperto mini,SILVER,Soft ewes’ milk cheese plain,Spain,,5101,ESP,724,Europe,Southern Europe,150,39
Industrias Lácteas Manzano S.A.,CREMOSO DE OVEJA MANZER,SILVER,Soft ewes’ milk cheese plain,Spain,,5101,ESP,724,Europe,Southern Europe,150,39
Lactalis Forlasa S.L.U.,QUESO DE OVEJA TRADICIONAL FRESCO,SILVER,Soft ewes’ milk cheese plain,Spain,,5101,ESP,724,Europe,Southern Europe,150,39
Quesos del Casar S.L.,"TORTA DEL CASAR DOP ""GRAN CASAR""",GOLD,Soft ewes’ milk cheese plain,Spain,,5101,ESP,724,Europe,Southern Europe,150,39
Quesería Tierra de Barros .S.L,"""Torta de Barros"" sheep's milk cheese",GOLD,Soft ewes’ milk cheese plain,Spain,,5101,ESP,724,Europe,Southern Europe,150,39
Arteserena S.L,"CREMOSITOS DEL ZÚJAR ""MINI""  View  Stockists",GOLD,Soft ewes’ milk cheese plain,Spain,,5101,ESP,724,Europe,Southern Europe,150,39
Cedillo Producciones S.L.,Moncedillo Original,GOLD,Soft ewes’ milk cheese plain,Spain,,5101,ESP,724,Europe,Southern Europe,150,39
Cañarejal S.L,CAÑAREJAL CREMOSO,SUPER GOLD,Soft ewes’ milk cheese plain,Spain,,5101,ESP,724,Europe,Southern Europe,150,39
Village Maid Ch,Wigmore  View  Stockists,BRONZE,Soft ewes’ milk cheese plain,United Kingdom,Berkshire,5101,GBR,826,Europe,Northern Europe,150,154
Blackberry Farm,Fresh Brebis,BRONZE,Soft ewes’ milk cheese plain,USA,,5101,USA,840,Americas,Northern America,19,21
Almenland Stollenkaese GmbH,Arzberger Aurum,GOLD,Semi-hard ewes’ milk cheese plain,Austria,,5102,AUT,40,Europe,Western Europe,150,155
SOCIETE DES CAVES,TOMME DE BREBIS LOU PERAC,BRONZE,Semi-hard ewes’ milk cheese plain,France,,5102,FRA,250,Europe,Western Europe,150,155
ONETIK,Tommette Pur Brebis Pays Basque,SILVER,Semi-hard ewes’ milk cheese plain,France,,5102,FRA,250,Europe,Western Europe,150,155
SOCIETE DES CAVES,CORSU VECCHIU,GOLD,Semi-hard ewes’ milk cheese plain,France,,5102,FRA,250,Europe,Western Europe,150,155
ONETIK,Ossau Iraty Grande Réserve,GOLD,Semi-hard ewes’ milk cheese plain,France,,5102,FRA,250,Europe,Western Europe,150,155
SOCIETE DES CAVES,P'TIT BASQUE ISATARA,GOLD,Semi-hard ewes’ milk cheese plain,France,,5102,FRA,250,Europe,Western Europe,150,155
La Quercia Srl - CheeseItaly,Pecorino La Deliziosa,BRONZE,Semi-hard ewes’ milk cheese plain,Italy,,5102,ITA,380,Europe,Southern Europe,150,39
"""SA CRABERIA"" AZIENDA OVICAPRINA BRAU A.","SEMISTAGIONATO DI CAPRA ""SA CRABERIA""",SILVER,Semi-hard ewes’ milk cheese plain,Italy,,5102,ITA,380,Europe,Southern Europe,150,39
azienda agricola fior di montalcino,Arciere,SILVER,Semi-hard ewes’ milk cheese plain,Italy,,5102,ITA,380,Europe,Southern Europe,150,39
Busti Formaggi S.r.l.,Pecorino Marzolino Bio a caglio vegetale - senza lattosio,SILVER,Semi-hard ewes’ milk cheese plain,Italy,,5102,ITA,380,Europe,Southern Europe,150,39
Busti Formaggi S.r.l.,Pecorino Toscano DOP,SILVER,Semi-hard ewes’ milk cheese plain,Italy,,5102,ITA,380,Europe,Southern Europe,150,39
caseificiomorand,pecorino a latte crudo,SILVER,Semi-hard ewes’ milk cheese plain,Italy,,5102,ITA,380,Europe,Southern Europe,150,39
Caseificio Sociale Manciano - CheeseItaly,PECORINO TOSCANO D.O.P. STAGIONATO 12M,SILVER,Semi-hard ewes’ milk cheese plain,Italy,,5102,ITA,380,Europe,Southern Europe,150,39
Caseificio Sociale Manciano - CheeseItaly,PECORINO SPIA DELLA MAREMMA,SILVER,Semi-hard ewes’ milk cheese plain,Italy,,5102,ITA,380,Europe,Southern Europe,150,39
Rancho San Josemaria,Rancho San Josemaria,SILVER,Semi-hard ewes’ milk cheese plain,Mexico,,5102,MEX,484,Americas,Central America,19,13
Royal FrieslandCampina,Friese Ooister,GOLD,Semi-hard ewes’ milk cheese plain,Netherlands,,5102,NLD,528,Europe,Western Europe,150,155
"Marco Antonio Pereira Unipessoal, Lda",Sabores da Soalheira - Queijo de Ovelha Curado BIO,BRONZE,Semi-hard ewes’ milk cheese plain,Portugal,,5102,PRT,620,Europe,Southern Europe,150,39
"Malpiagro, Lda",Queijo Curado Ovelha,SILVER,Semi-hard ewes’ milk cheese plain,Portugal,,5102,PRT,620,Europe,Southern Europe,150,39
SC Five Continent SRL,Queso de oveja Monasterio de Horesu,BRONZE,Semi-hard ewes’ milk cheese plain,Romania,,5102,ROU,642,Europe,Eastern Europe,150,151
Hijos de Eulalio Escarda SL,QUESO PATA DE MULO LA CRUZ DEL POBRE,BRONZE,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
Queserias Romero Gozalbez S.L.,"QUESERIAS ROMERO GOZALBEZ, SL",BRONZE,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
"Quesos de Almazora, S.L.",QUESO SEMICURADO DE OVEJA,BRONZE,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
Baltasar Moralejo e Hijos S.R.L.,PAGO LOS VIVALES GREEN LABEL - SEMI CURED CHEESE,BRONZE,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
Quesería Finca Pascual,Cumbre de Trujillo,BRONZE,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
Queso Finca Valdivieso,Queso Tierno Dehesilla,BRONZE,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
"Quesos Las Cortas, S.L.",TOROZO SEMICURADO,BRONZE,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
"GABINO PEREZ, S.L.",QUESO DE OVEJA SEMICURADO GRASO,BRONZE,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
Queso Artesano de Teruel S.L.,"Sierra de Albarracín, Etiqueta Roja",BRONZE,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
Quesería El Pendo,Peñajorao Pequeño semicurado,BRONZE,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
Las Terceras / Alcalaten S.L.,Queso manchego semicurado Las Terceras DOP.,BRONZE,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
"Quesos Las Cortas, S.L.",Quejigo Semicurado,BRONZE,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
Queso Artesano de Teruel S.L.,"Sierra de Albarracín, Etiqueta Oro",BRONZE,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
Queseria Karo,QUESO KAROBI,BRONZE,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
El Pilar SC,EL ZAMORRAL,BRONZE,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
Consorcio de Promoción del Ovino S.Coop,CONSORCIO PROMOCION DEL OVINO.,BRONZE,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
Villadharo,Cerro del Angel - Manteca y Flores,BRONZE,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
El Cabildo de Gran Canaria,MADRE VIEJA. Mezcla de cuajos,BRONZE,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
Quesos Navalmoral S.A.,"Sheep cheese cured ""CAMPOS DE TOLEDO""",BRONZE,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
Agroalimentaria Valle de los Molinos S.L.,Curado de Oveja / Matured of sheep,BRONZE,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
Queso Payoyo S.L.,PAYOYO OVEJA SEMICURADO,BRONZE,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
Finca de Uga S.L.,OVEJITA,BRONZE,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
QUESOS MANCHEGOS MORALES S.A.,CASTELL MORALES,BRONZE,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
Queseria de Hita,"QUESO DE OVEJA ""CASTILLO DE HITA""",BRONZE,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
Lácteas García-Baquero SA,Oveja POK Añejo,SILVER,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
QUESOS CRISTO DEL PRADO S.L.,Queso de oveja semicurado Cristo del Prado,SILVER,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
"Industrias Lácteas San Vicente, S.L.",OVEJA SEMICURADO,SILVER,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
Quesería El Pendo,Peñajorao Grande Semicurado,SILVER,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
Betara S.L.,FORMATGE D'OVELLA ECOLOGICA BETARA,SILVER,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
Quesos Ilbesa,QUESO OVEJA CURADO DM,SILVER,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
Las Terceras / Alcalaten S.L.,Queso manchego artesano semicurado Las Terceras DOP.,SILVER,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
QUESOS ENCINASOLA S.L.,Queso de Oveja Curado Encinasola,SILVER,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
Cooperativa Vega Esla,BuenGuzman Semicurado,SILVER,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
Quesos Ruperto S.L.,Abuelo Ruperto,SILVER,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
Quesos de Catí Coop. V.,TRONCHON EWE´S,SILVER,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
Quesos Umbria del Madroñal,QUESO SEMICURADO,SILVER,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
El Cabildo de Gran Canaria,CORTIJO DE CAIDEROS. Queso DOP de Media Flor de Guía,SILVER,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
ETXELEKUA,ETXELEKUA,SILVER,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
Agroalimentaria Valle de los Molinos S.L.,Queso Curado en Vino/ Matured in Wine,SILVER,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
HERMANOS SADORNIL CASTRILLO S.L.,Queso Semicurado de Oveja,SILVER,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
LA MOLDERA REAL S.L.,Pata de mulo semicurado. La Trashumancia montañesa,GOLD,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
Betara S.L.,FORMATGE D'OVELLA BETARA,GOLD,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
Quesería Artesanal Los Payuelo,QUESO SEMICURADO LOS PAYUELOS,GOLD,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
Lactalis Forlasa S.L.U.,QUESO DE OVEJA VIEJO FLOR DE ESGUEVA,GOLD,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
Quesería Tierra de Barros .S.L,Curado de Barros,GOLD,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
Remiro Artzai Gazta Idiazabal Ch,REMIRO GAZTA/QUESO,GOLD,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
El Buen Pastor de Oropesa,El Buen Pastor de Oropesa  View  Stockists,SUPER GOLD,Semi-hard ewes’ milk cheese plain,Spain,,5102,ESP,724,Europe,Southern Europe,150,39
Sharpham Partnership Ltd.,Sharpham Washbourne  View  Stockists,SILVER,Semi-hard ewes’ milk cheese plain,United Kingdom,Devon,5102,GBR,826,Europe,Northern Europe,150,154
Yorkshire Pecorino Ch,Yorkshire Pecorino Fresco  View  Stockists,BRONZE,Semi-hard ewes’ milk cheese plain,United Kingdom,West Yorkshire,5102,GBR,826,Europe,Northern Europe,150,154
Erlebnissennerei Zillertal KG,ZILLERTALER EDELSCHAF,BRONZE,Hard ewes’ milk cheese plain,Austria,,5103,AUT,40,Europe,Western Europe,150,155
Sirana Gligora,Paški sir,BRONZE,Hard ewes’ milk cheese plain,Croatia,,5103,HRV,191,Europe,Southern Europe,150,39
Agrolaguna DD,Istarski ovčji sir,SILVER,Hard ewes’ milk cheese plain,Croatia,,5103,HRV,191,Europe,Southern Europe,150,39
Sirana Gligora,Paški sir (min 12m),SILVER,Hard ewes’ milk cheese plain,Croatia,,5103,HRV,191,Europe,Southern Europe,150,39
Savencia Fromage & Dairy,Esquirrou (Ossau- Iraty PDO cheese),BRONZE,Hard ewes’ milk cheese plain,France,,5103,FRA,250,Europe,Western Europe,150,155
FROMAGERIE MATOCQ,EGUIA PUR BREBIS MATOCQ,SILVER,Hard ewes’ milk cheese plain,France,,5103,FRA,250,Europe,Western Europe,150,155
AGOUR,PDO Ossau Iraty PM,SILVER,Hard ewes’ milk cheese plain,France,,5103,FRA,250,Europe,Western Europe,150,155
AGOUR,Brique de Brebis,SILVER,Hard ewes’ milk cheese plain,France,,5103,FRA,250,Europe,Western Europe,150,155
AGOUR,PDO Ossau Iraty GM,GOLD,Hard ewes’ milk cheese plain,France,,5103,FRA,250,Europe,Western Europe,150,155
AGOUR,PDO Ossau Iraty Raw Milk,GOLD,Hard ewes’ milk cheese plain,France,,5103,FRA,250,Europe,Western Europe,150,155
Hanoked Dairy,LESHEM,SILVER,Hard ewes’ milk cheese plain,Israel,,5103,ISR,376,Asia,Western Asia,142,145
Caseificio Il Fiorino Srl,RISERVA DEL FONDATORE,BRONZE,Hard ewes’ milk cheese plain,Italy,,5103,ITA,380,Europe,Southern Europe,150,39
Consorzio Gourm.,Formaggio Pecorino Biologico - F.lli Forma,BRONZE,Hard ewes’ milk cheese plain,Italy,,5103,ITA,380,Europe,Southern Europe,150,39
Caseificio Sociale Manciano - CheeseItaly,PECORINO DI MANCIANO STAGIONATO,SILVER,Hard ewes’ milk cheese plain,Italy,,5103,ITA,380,Europe,Southern Europe,150,39
La Quercia Srl - CheeseItaly,Pecorino Gran Riserva Cacio Ercole,SILVER,Hard ewes’ milk cheese plain,Italy,,5103,ITA,380,Europe,Southern Europe,150,39
Caseificio Il Fiorino Srl,CACIO DI CATERINA,SILVER,Hard ewes’ milk cheese plain,Italy,,5103,ITA,380,Europe,Southern Europe,150,39
Caseificio Il Fiorino Srl,GROTTA DEL FIORINI,SILVER,Hard ewes’ milk cheese plain,Italy,,5103,ITA,380,Europe,Southern Europe,150,39
Busti Formaggi S.r.l.,Pecorino Gran Riserva Busti,SILVER,Hard ewes’ milk cheese plain,Italy,,5103,ITA,380,Europe,Southern Europe,150,39
CASA DE PIEDRA,Añejo 9 meses,BRONZE,Hard ewes’ milk cheese plain,Mexico,,5103,MEX,484,Americas,Central America,19,13
Rancho San Josemaria,Dabehe,SILVER,Hard ewes’ milk cheese plain,Mexico,,5103,MEX,484,Americas,Central America,19,13
Quesos Del Rebaño,Junipero,GOLD,Hard ewes’ milk cheese plain,Mexico,,5103,MEX,484,Americas,Central America,19,13
Santiago & Santiago SA,Queijo Serramonte,SUPER GOLD,Hard ewes’ milk cheese plain,Portugal,,5103,PRT,620,Europe,Southern Europe,150,39
Quesería Jaramera (Quesopia S.L.),Mito,BRONZE,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
QUESERIA ATEKOA,Quesos ATEKOA,BRONZE,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
QUESOS CRISTO DEL PRADO S.L.,Queso de oveja artesano viejo Cristo del Prado,BRONZE,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
Artesanos Peñas Negra,Castillo Peñas Negras - Queso de oveja Curado Artesano,BRONZE,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
"Lácteos Martínez, S.L.",Oveja Curado LOS CAMEROS,BRONZE,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
Francisco Morán e Hijos S.L.,La Flor de Jara Oveja,BRONZE,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
Queserías de Zamora SA,OVEJA AÑEJO MARCOS CONDE,BRONZE,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
"QUESERIA ARTESANAL LA SOLANA, S.L.",QUESO CURADO DE LECHE DE OVEJA CRUDA AL PIMENTÓN (SABOR NATURAL)  View  Stockists,BRONZE,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
Quesos Quevedo SL,QUESO QUEVEDO CURADO,BRONZE,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
"QUESERÍA MONTEQUESOS, S.L.",MONTEQUESOS CURADO,BRONZE,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
Quesería Finca Pascual,Pascualino,BRONZE,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
Baltasar Moralejo e Hijos S.R.L.,PAGO LOS VIVALES BURGUNDY LABEL - OLD CHEESE,BRONZE,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
El Pilar SC,EL ZAMORRAL,BRONZE,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
Juan David Garcia Fernandez (La Antigua Queseria),LA ANTIGUA QUESERIA CURADO  View  Stockists,BRONZE,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
GOINE BERRIA SL,GOINE GAZTAK DO IDIAZABAL,BRONZE,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
Baltasar Moralejo e Hijos S.R.L.,PAGO LOS VIVALES SILVER LABEL - GREAT OLD CHEESE,BRONZE,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
QUESOS LA VASCO NAVARRA S.A.,"QUESO DE OVEJA NATURAL ""V DE NAVARRA""",BRONZE,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
"LÁCTEAS ZAMORO, S.L.",QUESO VIEJO DE OVEJA,BRONZE,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
Quesos Ilbesa,QUESO OVEJA AÑEJO DM,BRONZE,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
Las Terceras / Alcalaten S.L.,Queso manchego viejo artesano Las Terceras DOP.,BRONZE,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
QUESOS EL PASTOR-HIJOS DE SALVADOR SA,QUESO DE OVEJA CURADO CASTELLANO,BRONZE,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
MARIANA MENCHERO CASTRO (QUESO SALETA),SALETA CURADO,BRONZE,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
"LÁCTEAS ZAMORO, S.L.",QUESO VIEJO DE OVEJA CON TRUFA,BRONZE,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
Quesos Umbria del Madroñal,QUESO DE OVEJA CURADO,BRONZE,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
HERMANOS SADORNIL CASTRILLO S.L.,Señorío de Amaya,BRONZE,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
SAT SON JOVER,Curat,BRONZE,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
"Queserias Sarrianas, S.L.",CURED SHEEP CHEESE,BRONZE,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
Quesos Rio Deva,Oveja Curado,BRONZE,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
ETXELEKUA,BENGOTXEA,BRONZE,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
Quesería El Pendo,Peñajorao Pequeño curado,BRONZE,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
Queserías de Zamora SA,OVEJA AÑEJO DNT (DE NUESTRA TIERRA),BRONZE,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
Lácteas Castellano-Leonesas S.A,Señorío de Montelarerina Gran Reserva,SILVER,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
Finca de Uga S.L.,BODEGA OVEJA,SILVER,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
Baltasar Moralejo e Hijos S.R.L.,PAGO LOS VIVALES BLACK LABEL - CURED CHEESE,SILVER,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
GOINE BERRIA SL,KÓRES,SILVER,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
Gestion Ganadera y Genetica Ganatec SL,MARQUES DE MENDIOLA - CURADO -,SILVER,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
Las Terceras / Alcalaten S.L.,Queso manchego curado artesano Las Terceras DOP.,SILVER,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
"El Prado De Llera, C.B.",QUESO DE OVEJA VIEJO EL PRADO DE LLERA,SILVER,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
HERMANOS SADORNIL CASTRILLO S.L.,Peña Amaya,SILVER,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
"GRUPO TGT, S.L.",Ahuyentalobos,SILVER,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
Pastores Grupo Cooperativo,Queso curado de oveja Granja Perales de Pastores,SILVER,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
Queseria Artesanal de Mucien,QUESO MUZIENTES CURADO,SILVER,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
Raíz de Guamán,Páramo de Guzmán,SILVER,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
BURUAGA ARDITEGIA S.L.U,QUESO BURUAGA ARDITEGIA D.O. IDIAZABAL,SILVER,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
Queso Artesano de Teruel S.L.,"Sierra de Albarracín, Etiqueta Plata",SILVER,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
Queserías de Zamora SA,GRAN VINTAGE MARCOS CONDE OVEJA AÑEJO,SILVER,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
Rueda Cheesemonger,Castellano de Bodega Rueda Cheesemonger,SILVER,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
Agroalimentaria Valle de los Molinos S.L.,Añejo Artesano/ Old craftsman,SILVER,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
Queso Artesano de Teruel S.L.,"Sierra de Albarracín, Etiqueta Negra",SILVER,Hard ewes’ milk cheese plain,Spain,,5103,ESP,724,Europe,Southern Europe,150,39
